date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:12:48	35/35	---M--	404	error ('Not%20Found')	text/plain	date:Mon,%2007%20Nov%202022%2010:42:48%20GMT	http://192.168.1.14:8000/robots.txt		(from )
16:12:49	52850/52850	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Nov%202022%2010:42:48%20GMT	http://192.168.1.14:8000/	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/index.html	(from )
16:12:49	202126/202126	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:49%20GMT	http://192.168.1.14:8000/bootstrap/css/bootstrap.min.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/bootstrap/css/bootstrap.min.css	(from http://192.168.1.14:8000/)
16:12:51	31000/31000	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:49%20GMT	http://192.168.1.14:8000/fonts/font-awesome.min.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/fonts/font-awesome.min.css	(from http://192.168.1.14:8000/)
16:12:51	52789/52789	---M-Z	200	added ('OK')	text/css	etag:%225eb03d2a-ce35%22	https://cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	C:/Users/Cappy/Desktop/test/final1/cdnjs.cloudflare.com/ajax/libs/animate.css/3.5.2/animate.min.css	(from http://192.168.1.14:8000/)
16:12:52	967/967	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:52%20GMT	http://192.168.1.14:8000/Footer-Multi-Column-icons.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/Footer-Multi-Column-icons.css	(from http://192.168.1.14:8000/)
16:12:52	1505/1505	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:52%20GMT	http://192.168.1.14:8000/MUSA_fullscreen-search-fullscreen-search.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/MUSA_fullscreen-search-fullscreen-search.css	(from http://192.168.1.14:8000/)
16:12:52	1223/1223	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:52%20GMT	http://192.168.1.14:8000/MUSA_fullscreen-search.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/MUSA_fullscreen-search.css	(from http://192.168.1.14:8000/)
16:12:53	403/403	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:52%20GMT	http://192.168.1.14:8000/navbar-megadropdown.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/navbar-megadropdown.css	(from http://192.168.1.14:8000/)
16:12:53	944/944	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:53%20GMT	http://192.168.1.14:8000/Pretty-Search-Form-.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/Pretty-Search-Form-.css	(from http://192.168.1.14:8000/)
16:12:53	16830/16830	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:53%20GMT	http://192.168.1.14:8000/Select-Search.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/Select-Search.css	(from http://192.168.1.14:8000/)
16:12:53	43/43	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:53%20GMT	http://192.168.1.14:8000/untitled-1.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/untitled-1.css	(from http://192.168.1.14:8000/)
16:12:54	86/86	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:53%20GMT	http://192.168.1.14:8000/untitled-2.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/untitled-2.css	(from http://192.168.1.14:8000/)
16:12:54	578/578	---M--	200	added ('OK')	text/css	date:Mon,%2007%20Nov%202022%2010:42:54%20GMT	http://192.168.1.14:8000/x-dropdown.css	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/x-dropdown.css	(from http://192.168.1.14:8000/)
16:12:54	52850/52850	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Nov%202022%2010:42:54%20GMT	http://192.168.1.14:8000/features.html	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/features.html	(from http://192.168.1.14:8000/)
16:12:55	74/74	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Nov%202022%2010:42:54%20GMT	http://192.168.1.14:8000/contacts.html	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/contacts.html	(from http://192.168.1.14:8000/)
16:12:55	74/74	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Nov%202022%2010:42:55%20GMT	http://192.168.1.14:8000/signup.html	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/signup.html	(from http://192.168.1.14:8000/)
16:12:56	2215/2215	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2010:42:56%20GMT	http://192.168.1.14:8000/brands/instacart.png	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/brands/instacart.png	(from http://192.168.1.14:8000/)
16:12:56	2303/2303	---M--	200	added ('OK')	image/png	date:Mon,%2007%20Nov%202022%2010:42:56%20GMT	http://192.168.1.14:8000/brands/kickstarter.png	C:/Users/Cappy/Desktop/test/final1/192.168.1.14_8000/brands/kickstarter.png	(from http://192.168.1.14:8000/)
